Gene > Secondary Identifier	Gene > Symbol	Gene > DB identifier	Gene > Organism Name	Gene > Cytological Location	Gene > Name	Gene > Description
CG17752	CG17752	FBgn0038718	Drosophila melanogaster	92A10-92A10	""	""
CG17753	Ccs	FBgn0010531	Drosophila melanogaster	46F1-46F1	Copper chaperone for superoxide dismutase	""
CG17754	CG17754	FBgn0030114	Drosophila melanogaster	8D3-8D3	""	""
CG17759	Galphaq	FBgn0004435	Drosophila melanogaster	49B8-49B9	G protein alpha q subunit	""
CG17760	CG17760	FBgn0033756	Drosophila melanogaster	49B9-49B10	""	""
CG17762	Tomosyn	FBgn0030412	Drosophila melanogaster	11B6-11B7	Tomosyn ortholog	""
CG17764	CG17764	FBgn0029751	Drosophila melanogaster	4F4-4F4	""	""
CG17765	CG17765	FBgn0033529	Drosophila melanogaster	47A11-47A11	""	""
CG17766	Rbcn-3B	FBgn0023510	Drosophila melanogaster	2B15-2B15	Rabconnectin-3B	""
CG17767	Tim9b	FBgn0027358	Drosophila melanogaster	18D3-18D7	Translocase of inner membrane 9b	""
CG17768	CG17768	FBgn0032240	Drosophila melanogaster	31E1-31E1	""	""
CG17769	Acam	FBgn0011273	Drosophila melanogaster	96F3-96F3	Androcam	""
CG17770	CG17770	FBgn0039374	Drosophila melanogaster	96F3-96F3	""	""
CG17776	CG17776	FBgn0040899	Drosophila melanogaster	2E1-2E1	""	""
CG17777	CG17777	FBgn0040900	Drosophila melanogaster	2E1-2E1	""	""
CG17778	CG17778	FBgn0023534	Drosophila melanogaster	1B5-1B5	""	""
CG17780	CG17780	FBgn0039197	Drosophila melanogaster	96A1-96A1	""	""
CG17781	CG17781	FBgn0039196	Drosophila melanogaster	95F15-95F15	""	""
CG17782	CG17782	FBgn0039195	Drosophila melanogaster	95F15-95F15	""	""
CG17784	CG17784	FBgn0039192	Drosophila melanogaster	95F15-95F15	""	""
CG17785	Golgin84	FBgn0039188	Drosophila melanogaster	95F15-95F15	Golgin-84 ortholog (H. sapiens)	""
CG17786	CG17786	FBgn0039167	Drosophila melanogaster	95F2-95F2	""	""
CG17795	mthl2	FBgn0035623	Drosophila melanogaster	64D6-64D6	methuselah-like 2	""
CG17797	Acp29AB	FBgn0015583	Drosophila melanogaster	29C1-29C1	Accessory gland protein 29AB	""
CG17799	lectin-29Ca	FBgn0040098	Drosophila melanogaster	29C1-29C1	lectin-29Ca	""
CG1780	Idgf4	FBgn0026415	Drosophila melanogaster	9A3-9A3	Imaginal disc growth factor 4	""
CG17800	Dscam1	FBgn0033159	Drosophila melanogaster	43A4-43B1	Down syndrome cell adhesion molecule 1	""
CG17801	CG17801	FBgn0038550	Drosophila melanogaster	90C5-90C6	""	""
CG17802	CG17802	FBgn0038549	Drosophila melanogaster	90C5-90C5	""	""
CG17803	CG17803	FBgn0038547	Drosophila melanogaster	90C5-90C5	""	""
CG17806	CG17806	FBgn0038548	Drosophila melanogaster	90C5-90C5	""	""
CG17807	CG17807	FBgn0034748	Drosophila melanogaster	58F2-58F2	""	""
CG17814	Peritrophin-15a	FBgn0040959	Drosophila melanogaster	29C1-29C1	Peritrophin-15a	""
CG17816	CG17816	FBgn0037525	Drosophila melanogaster	84E3-84E4	""	""
CG17818	rdgBbeta	FBgn0027872	Drosophila melanogaster	54D6-54D6	rdgBbeta	""
CG17819	CG17819	FBgn0038915	Drosophila melanogaster	93F14-93F14	""	""
CG1782	Uba1	FBgn0023143	Drosophila melanogaster	46A1-46A1	Ubiquitin activating enzyme 1	""
CG17820	fit	FBgn0038914	Drosophila melanogaster	93F14-93F14	female-specific independent of transformer	""
CG17821	CG17821	FBgn0034383	Drosophila melanogaster	55E11-55E11	""	""
CG17826	CG17826	FBgn0036227	Drosophila melanogaster	68E3-68E3	""	""
CG17828	Vsp37A	FBgn0016038	Drosophila melanogaster	1B12-1B12	Vacuolar protein sorting 37A	""
CG17829	CG17829	FBgn0025635	Drosophila melanogaster	1B12-1B12	""	""
CG1783	Slip1	FBgn0024728	Drosophila melanogaster	102C2-102C2	Slip1	""
CG17834	CG17834	FBgn0028394	Drosophila melanogaster	29D5-29E1	""	""
CG17835	inv	FBgn0001269	Drosophila melanogaster	47F15-47F17	invected	""
CG17836	Xrp1	FBgn0261113	Drosophila melanogaster	91D4-91D5	""	""
CG17838	Syp	FBgn0038826	Drosophila melanogaster	92F12-93A1	Syncrip	""
CG17839	CG17839	FBgn0036454	Drosophila melanogaster	70F7-71A1	""	""
CG17840	FIG4	FBgn0031611	Drosophila melanogaster	24F4-24F4	FIG4 ortholog	""
CG17841	CG17841	FBgn0028480	Drosophila melanogaster	9B12-9B14	""	""
CG17843	CG17843	FBgn0038919	Drosophila melanogaster	93F14-93F14	""	""
CG1785	CG1785	FBgn0030061	Drosophila melanogaster	8A2-8A2	""	""
CG17853	Or43b	FBgn0026393	Drosophila melanogaster	43F2-43F2	Odorant receptor 43b	""
CG17855	CG17855	FBgn0032124	Drosophila melanogaster	30B10-30B10	""	""
CG17856	UQCR-14L	FBgn0039576	Drosophila melanogaster	98C3-98C3	Ubiquinol-cytochrome c reductase 14 kDa subunit-like	""
CG1786	Cyp318a1	FBgn0030369	Drosophila melanogaster	11A2-11A2	Cyp318a1	""
CG17866	kl-2	FBgn0001313	Drosophila melanogaster	""	male fertility factor kl2	""
CG17867	Or10a	FBgn0030298	Drosophila melanogaster	10B10-10B10	Odorant receptor 10a	""
CG17868	Or35a	FBgn0028946	Drosophila melanogaster	35D3-35D3	Odorant receptor 35a	""
CG1787	Hexo2	FBgn0041629	Drosophila melanogaster	8A2-8A2	Hexosaminidase 2	""
CG17870	14-3-3zeta	FBgn0004907	Drosophila melanogaster	46E6-46E8	14-3-3zeta	""
CG17871	Or71a	FBgn0036474	Drosophila melanogaster	71B3-71B3	Odorant receptor 71a	""
CG17876	Amy-d	FBgn0000078	Drosophila melanogaster	53F12-53F12	Amylase distal	""
CG17878	Gpa2	FBgn0261386	Drosophila melanogaster	""	Glycoprotein hormone alpha 2 ortholog (H. sapiens)	""
CG17883	CG17883	FBgn0040005	Drosophila melanogaster	""	""	""
CG17885	Or1a	FBgn0029521	Drosophila melanogaster	1A2-1A2	Odorant receptor 1a	""
CG17888	Pdp1	FBgn0016694	Drosophila melanogaster	66A14-66A17	PAR-domain protein 1	""
CG1789	CG1789	FBgn0030063	Drosophila melanogaster	8A3-8A3	""	""
CG17896	CG17896	FBgn0023537	Drosophila melanogaster	1B5-1B5	""	""
CG17903	Cyt-c-p	FBgn0000409	Drosophila melanogaster	36A11-36A12	Cytochrome c proximal	""
CG17904	CG17904	FBgn0032597	Drosophila melanogaster	36A12-36A12	""	""
CG17905	ChLD3	FBgn0032598	Drosophila melanogaster	36A13-36A14	ChLD3	""
CG17906	CG17906	FBgn0032086	Drosophila melanogaster	29F7-29F7	""	""
CG17907	Ace	FBgn0000024	Drosophila melanogaster	87E2-87E3	Acetylcholine esterase	""
CG1791	CG1791	FBgn0030163	Drosophila melanogaster	9A3-9A3	""	""
CG17911	Or85c	FBgn0037591	Drosophila melanogaster	85A2-85A2	Odorant receptor 85c	""
CG17912	BuGZ	FBgn0032600	Drosophila melanogaster	36A14-36A14	Bub3 interacting GLEBS and Zinc finger domain protein	""
CG17914	yellow-b	FBgn0032601	Drosophila melanogaster	36A14-36A14	yellow-b	""
CG17916	Or92a	FBgn0038798	Drosophila melanogaster	92E13-92E13	Odorant receptor 92a	""
CG17917	CG17917	FBgn0037431	Drosophila melanogaster	83E4-83E4	""	""
CG17919	CG17919	FBgn0037433	Drosophila melanogaster	83E4-83E4	""	""
CG1792	CG1792	FBgn0039860	Drosophila melanogaster	100D1-100D1	""	""
CG17921	HmgZ	FBgn0010228	Drosophila melanogaster	57F9-57F9	HMG protein Z	""
CG17922	CngB	FBgn0266346	Drosophila melanogaster	57F9-57F9	Cyclic nucleotide-gated ion channel subunit B	""
CG17924	Acp95EF	FBgn0002863	Drosophila melanogaster	95F3-95F3	Accessory gland protein 95EF	""
CG17927	Mhc	FBgn0264695	Drosophila melanogaster	36B1-36B1	Myosin heavy chain	""
CG17928	CG17928	FBgn0032603	Drosophila melanogaster	36B1-36B1	""	""
CG17929	CG17929	FBgn0038415	Drosophila melanogaster	89B12-89B12	""	""
CG1793	MED26	FBgn0039923	Drosophila melanogaster	102C3-102C3	Mediator complex subunit 26	""
CG17930	CG17930	FBgn0038416	Drosophila melanogaster	89B12-89B12	""	""
CG17931	CG17931	FBgn0038421	Drosophila melanogaster	89B13-89B13	""	""
CG17932	Ugt36Bc	FBgn0040260	Drosophila melanogaster	36B1-36B1	Ugt36Bc	""
CG17934	Mst84Db	FBgn0004173	Drosophila melanogaster	84D5-84D5	Male-specific RNA 84Db	""
CG17935	Mst84Dd	FBgn0004175	Drosophila melanogaster	84D5-84D5	Male-specific RNA 84Dd	""
CG1794	Mmp2	FBgn0033438	Drosophila melanogaster	45F6-46A1	Matrix metalloproteinase 2	""
CG17941	ds	FBgn0000497	Drosophila melanogaster	21E2-21E2	dachsous	""
CG17943	comm	FBgn0010105	Drosophila melanogaster	71F2-71F2	commissureless	""
CG17944	CG17944	FBgn0037500	Drosophila melanogaster	84D5-84D5	""	""
CG17945	Mst84Dc	FBgn0004174	Drosophila melanogaster	84D5-84D5	Male-specific RNA 84Dc	""
CG17946	Mst84Da	FBgn0004172	Drosophila melanogaster	84D5-84D5	Male-specific RNA 84Da	""
CG17947	alpha-Cat	FBgn0010215	Drosophila melanogaster	80F1-80F2	alpha Catenin	""
CG17949	His2B:CG17949	FBgn0061209	Drosophila melanogaster	39D3-39D3	His2B:CG17949	""
CG1795	Ogg1	FBgn0027864	Drosophila melanogaster	8A2-8A2	8-oxoguanine DNA glycosylase	""
CG17950	HmgD	FBgn0004362	Drosophila melanogaster	57F10-57F10	High mobility group protein D	""
CG17952	LBR	FBgn0034657	Drosophila melanogaster	57F10-57F11	Lamin B receptor	""
CG17956	Mst87F	FBgn0002862	Drosophila melanogaster	87F14-87F14	Male-specific RNA 87F	""
CG17957	Sry-alpha	FBgn0003510	Drosophila melanogaster	99D3-99D3	Serendipity alpha	""
CG17958	Sry-delta	FBgn0003512	Drosophila melanogaster	99D3-99D3	Serendipity delta	""
CG17959	CG17959	FBgn0029647	Drosophila melanogaster	3C3-3C3	""	""
CG1796	Tango4	FBgn0030365	Drosophila melanogaster	11A1-11A1	Transport and Golgi organization 4	""
CG17962	Z600	FBgn0004052	Drosophila melanogaster	71D3-71D3	Z600	""
CG17970	Cyp4ac2	FBgn0031694	Drosophila melanogaster	25D2-25D2	Cyp4ac2	""
CG17974	CG17974	FBgn0034624	Drosophila melanogaster	57D12-57D12	""	""
CG17975	sut2	FBgn0028562	Drosophila melanogaster	44A4-44A4	sugar transporter 2	""
CG17976	sut3	FBgn0028561	Drosophila melanogaster	44A4-44A4	sugar transporter 3	""
CG17977	CG17977	FBgn0040778	Drosophila melanogaster	44A4-44A4	""	""
CG17982	CG17982	FBgn0030006	Drosophila melanogaster	7D15-7D15	""	""
CG17985	CG17985	FBgn0033199	Drosophila melanogaster	43E7-43E7	""	""
CG17988	Ance-3	FBgn0032536	Drosophila melanogaster	34E3-34E5	Ance-3	""
CG1799	ras	FBgn0003204	Drosophila melanogaster	9E1-9E2	raspberry	""
CG17991	CG17991	FBgn0039498	Drosophila melanogaster	97E10-97E10	""	""
CG17994	CG17994	FBgn0033072	Drosophila melanogaster	42A13-42A13	""	""
CG17996	CG17996	FBgn0032595	Drosophila melanogaster	36A12-36A12	""	""
CG17998	Gprk2	FBgn0261988	Drosophila melanogaster	100C3-100C4	G protein-coupled receptor kinase 2	""
CG17999	CG17999	FBgn0034552	Drosophila melanogaster	57B3-57B3	""	""
CG1800	pasha	FBgn0039861	Drosophila melanogaster	100D1-100D1	partner of drosha	""
CG18000	sw	FBgn0003654	Drosophila melanogaster	19C1-19C1	short wing	""
CG18001	RpL38	FBgn0040007	Drosophila melanogaster	""	Ribosomal protein L38	""
CG18003	CG18003	FBgn0061356	Drosophila melanogaster	47C5-47C5	""	""
CG18004	CG18004	FBgn0033566	Drosophila melanogaster	47C5-47C5	""	""
CG18005	beag	FBgn0037660	Drosophila melanogaster	85C4-85C4	beag	""
CG18009	Trf2	FBgn0261793	Drosophila melanogaster	7E7-7E9	TATA box binding protein-related factor 2	""
CG1801	CG1801	FBgn0031171	Drosophila melanogaster	19F3-19F4	""	""
CG18011	CG18011	FBgn0033491	Drosophila melanogaster	46F2-46F3	""	""
CG18012	CG18012	FBgn0038552	Drosophila melanogaster	90C6-90C6	""	""
CG18013	Psf2	FBgn0261976	Drosophila melanogaster	24E4-24E4	Psf2	""
CG18023	Eip78C	FBgn0004865	Drosophila melanogaster	78C2-78C3	Ecdysone-induced protein 78C	""
CG18024	SoxN	FBgn0029123	Drosophila melanogaster	29F2-29F2	SoxNeuro	""
CG18028	lt	FBgn0002566	Drosophila melanogaster	""	light	""
CG1803	regucalcin	FBgn0030362	Drosophila melanogaster	11A1-11A1	regucalcin	""
CG18030	Jon99Fi	FBgn0039778	Drosophila melanogaster	99F6-99F6	Jonah 99Fi	""
CG18031	CG18031	FBgn0023550	Drosophila melanogaster	2E2-2E2	""	""
CG18039	GluRIID	FBgn0028422	Drosophila melanogaster	92F4-92F4	Glutamate receptor IID	""
CG1804	kek6	FBgn0039862	Drosophila melanogaster	100D1-100D1	kek6	""
CG18041	dgt1	FBgn0039710	Drosophila melanogaster	99C4-99C4	dim gamma-tubulin 1	""
CG18048	CG18048	FBgn0037435	Drosophila melanogaster	83E4-83E4	""	""
CG1806	CG1806	FBgn0030360	Drosophila melanogaster	11A1-11A1	""	""
CG18063	CG18063	FBgn0028856	Drosophila melanogaster	35D7-35D7	""	""
CG18064	Met75Cb	FBgn0028415	Drosophila melanogaster	75C7-75C7	Met75Cb	""
CG18065	CG18065	FBgn0034519	Drosophila melanogaster	57A5-57A5	""	""
CG18066	Cpr57A	FBgn0034517	Drosophila melanogaster	57A5-57A5	Cuticular protein 57A	""
CG18067	CG18067	FBgn0034512	Drosophila melanogaster	57A5-57A5	""	""
CG18069	CaMKII	FBgn0264607	Drosophila melanogaster	102D1-102D3	Calcium/calmodulin-dependent protein kinase II	""
CG18076	shot	FBgn0013733	Drosophila melanogaster	50C6-50C9	short stop	""
CG18081	CG18081	FBgn0036537	Drosophila melanogaster	72A2-72A2	""	""
CG18085	sev	FBgn0003366	Drosophila melanogaster	10A4-10A4	sevenless	""
CG18087	Sgs7	FBgn0003377	Drosophila melanogaster	68C11-68C11	Salivary gland secretion 7	""
CG18088	CG18088	FBgn0032082	Drosophila melanogaster	29F6-29F6	""	""
CG1809	CG1809	FBgn0033423	Drosophila melanogaster	45F1-45F1	""	""
CG18090	Dsk	FBgn0000500	Drosophila melanogaster	81F6-81F6	Drosulfakinin	""
CG18094	CG18094	FBgn0032791	Drosophila melanogaster	37E4-37E4	""	""
CG18095	CG18095	FBgn0028872	Drosophila melanogaster	34F1-34F2	""	""
CG18096	Tep1	FBgn0041183	Drosophila melanogaster	35D6-35D6	Thioester-containing protein 1	""
CG1810	mRNA-cap	FBgn0030556	Drosophila melanogaster	12E5-12E5	mRNA-capping-enzyme	""
CG18102	shi	FBgn0003392	Drosophila melanogaster	13F18-13F18	shibire	""
CG18104	arg	FBgn0023535	Drosophila melanogaster	1B7-1B8	arginase	""
CG18105	ETH	FBgn0028738	Drosophila melanogaster	60E1-60E1	Ecdysis triggering hormone	""
CG18106	IM2	FBgn0025583	Drosophila melanogaster	55C4-55C4	Immune induced molecule 2	""
CG18107	CG18107	FBgn0034330	Drosophila melanogaster	55C4-55C4	""	""
CG18108	IM1	FBgn0034329	Drosophila melanogaster	55C4-55C4	Immune induced molecule 1	""
CG18109	CG18109	FBgn0028901	Drosophila melanogaster	35D4-35D4	""	""
CG18110	ppk30	FBgn0039677	Drosophila melanogaster	99B7-99B7	pickpocket 30	""
CG18111	Obp99a	FBgn0039678	Drosophila melanogaster	99B7-99B7	Odorant-binding protein 99a	""
CG18112	Vps16B	FBgn0039702	Drosophila melanogaster	99C2-99C2	Vacuolar protein sorting 16B	""
CG1812	CG1812	FBgn0031119	Drosophila melanogaster	19D2-19D2	""	""
CG18124	mTTF	FBgn0028530	Drosophila melanogaster	35A4-35A4	mitochondrial transcription termination factor	""
CG18125	Send2	FBgn0264253	Drosophila melanogaster	35A4-35A4	Spermathecal endopeptidase 2	""
CG18128	CG18128	FBgn0034898	Drosophila melanogaster	59F6-59F6	""	""
CG18130	CG18130	FBgn0030359	Drosophila melanogaster	11A1-11A1	""	""
CG18131	CG18131	FBgn0031343	Drosophila melanogaster	22A2-22A2	""	""
CG18132	CG18132	FBgn0031345	Drosophila melanogaster	22A2-22A2	""	""
CG18135	CG18135	FBgn0036837	Drosophila melanogaster	75F2-75F2	""	""
CG18136	SmydA-2	FBgn0036839	Drosophila melanogaster	75F2-75F2	SET and MYND domain containing, arthropod-specific, member 2	""
CG1814	CG1814	FBgn0033426	Drosophila melanogaster	45F4-45F4	""	""
CG18140	Cht10	FBgn0250907	Drosophila melanogaster	-	Chitinase 10	""
CG18143	DhpD	FBgn0261436	Drosophila melanogaster	82A1-82A1	Dihydropterin deaminase	""
CG18144	Hand	FBgn0032209	Drosophila melanogaster	31C6-31C7	Hand	""
CG18145	Ripalpha	FBgn0032189	Drosophila melanogaster	31B1-31B1	RPA-interacting protein alpha	""
CG18146	NimC2	FBgn0028939	Drosophila melanogaster	34E5-34E5	Nimrod C2	""
CG1815	CG1815	FBgn0039863	Drosophila melanogaster	100D1-100D1	""	""
CG18155	CG18155	FBgn0029945	Drosophila melanogaster	7B1-7B1	""	""
CG18156	Mis12	FBgn0035725	Drosophila melanogaster	65D5-65D5	Mis12	""
CG18157	betaNACtes2	FBgn0030563	Drosophila melanogaster	12E8-12E8	""	""
CG1817	Ptp10D	FBgn0004370	Drosophila melanogaster	10D1-10D4	Protein tyrosine phosphatase 10D	""
CG18170	CG18170	FBgn0035239	Drosophila melanogaster	62A7-62A8	""	""
CG18171	CG18171	FBgn0035262	Drosophila melanogaster	62B1-62B1	""	""
CG18173	CG18173	FBgn0035265	Drosophila melanogaster	62B1-62B1	""	""
CG18174	Rpn11	FBgn0028694	Drosophila melanogaster	25C3-25C3	Regulatory particle non-ATPase 11	""
CG18176	defl	FBgn0036038	Drosophila melanogaster	67C5-67C5	deflated	""
CG18177	Naa60	FBgn0036039	Drosophila melanogaster	67C5-67C5	N(alpha)-acetyltransferase 60	""
CG18178	CG18178	FBgn0036035	Drosophila melanogaster	67C5-67C5	""	""
CG18179	CG18179	FBgn0036023	Drosophila melanogaster	67C3-67C3	""	""
CG1818	Updo	FBgn0033428	Drosophila melanogaster	45F5-45F5	Updo	""
CG18180	CG18180	FBgn0036024	Drosophila melanogaster	67C3-67C3	""	""
CG18186	Oxp	FBgn0034255	Drosophila melanogaster	54D2-54D2	Oxpecker	""
CG18188	Damm	FBgn0033659	Drosophila melanogaster	48C5-48C5	Death associated molecule related to Mch2 caspase	""
CG18190	CG18190	FBgn0034403	Drosophila melanogaster	55F7-55F7	""	""
CG18193	COX7AL	FBgn0037579	Drosophila melanogaster	84F13-84F13	Cytochrome c oxidase subunit 7A-like	""
CG18208	CG18208	FBgn0038653	Drosophila melanogaster	91D1-91D2	""	""
CG1821	RpL31	FBgn0025286	Drosophila melanogaster	45F5-45F5	Ribosomal protein L31	""
CG18211	betaTry	FBgn0010357	Drosophila melanogaster	47F4-47F4	betaTrypsin	""
CG18212	alt	FBgn0038535	Drosophila melanogaster	90C1-90C1	aluminum tubes	""
CG18213	CG18213	FBgn0038470	Drosophila melanogaster	89E10-89E10	""	""
CG18214	trio	FBgn0024277	Drosophila melanogaster	61E1-61E2	trio	""
CG1822	bif	FBgn0014133	Drosophila melanogaster	10D4-10D5	bifocal	""
CG18223	CG18223	FBgn0036832	Drosophila melanogaster	75E6-75E6	""	""
CG18231	CG18231	FBgn0036796	Drosophila melanogaster	75D4-75D4	""	""
CG18233	CG18233	FBgn0036795	Drosophila melanogaster	75D3-75D4	""	""
CG18234	CG18234	FBgn0265268	Drosophila melanogaster	75D3-75D3	""	""
CG1824	CG1824	FBgn0030403	Drosophila melanogaster	11B2-11B2	""	""
CG18241	Toll-4	FBgn0032095	Drosophila melanogaster	30A1-30A1	Toll-4	""
CG18243	Ptp52F	FBgn0034085	Drosophila melanogaster	52F3-52F3	Protein tyrosine phosphatase 52F	""
CG18247	Shark	FBgn0015295	Drosophila melanogaster	52F8-52F8	SH2 ankyrin repeat kinase	""
CG18249	CG18249	FBgn0037553	Drosophila melanogaster	84F4-84F4	""	""
CG1825	Map60	FBgn0010342	Drosophila melanogaster	45F5-45F6	Microtubule-associated protein 60	""
CG18250	Dg	FBgn0034072	Drosophila melanogaster	52E2-52E4	Dystroglycan	""
CG18258	CG18258	FBgn0265267	Drosophila melanogaster	15F3-15F4	""	""
CG18259	CG18259	FBgn0030956	Drosophila melanogaster	17D5-17D5	""	""
CG1826	BTBD9	FBgn0030228	Drosophila melanogaster	9E7-9E8	BTB (POZ) domain containing 9 ortholog	""
CG18262	CG18262	FBgn0030012	Drosophila melanogaster	7D16-7D16	""	""
CG18265	CG18265	FBgn0036725	Drosophila melanogaster	74C2-74C2	""	""
CG18266	CG18266	FBgn0031724	Drosophila melanogaster	25F1-25F1	""	""
CG18268	CG18268	FBgn0037520	Drosophila melanogaster	84E1-84E1	""	""
CG18269	CG18269	FBgn0031719	Drosophila melanogaster	25E6-25E6	""	""
CG1827	CG1827	FBgn0033431	Drosophila melanogaster	45F5-45F5	""	""
CG18271	slx1	FBgn0037263	Drosophila melanogaster	82C5-82C5	nuclease slx1	""
CG18273	CG18273	FBgn0029525	Drosophila melanogaster	1B4-1B5	""	""
CG18278	CG18278	FBgn0033836	Drosophila melanogaster	50A5-50A5	""	""
CG18279	IMPPP	FBgn0283462	Drosophila melanogaster	50A5-50A5	Immune induced molecule prepropeptide	""
CG1828	dre4	FBgn0002183	Drosophila melanogaster	62B7-62B7	dre4	""
CG18281	CG18281	FBgn0037003	Drosophila melanogaster	77C6-77C6	""	""
CG18284	CG18284	FBgn0043825	Drosophila melanogaster	32A2-32A2	""	""
CG18285	igl	FBgn0013467	Drosophila melanogaster	51E3-51E5	igloo	""
CG18287	ppk19	FBgn0039679	Drosophila melanogaster	99B7-99B7	pickpocket 19	""
CG1829	Cyp6v1	FBgn0031126	Drosophila melanogaster	19E1-19E1	Cyp6v1	""
CG18290	Act87E	FBgn0000046	Drosophila melanogaster	87E11-87E11	Actin 87E	""
CG18292	CDK2AP1	FBgn0030269	Drosophila melanogaster	10A6-10A7	CDK2-associated protein 1	""
CG18294	CG18294	FBgn0036873	Drosophila melanogaster	76B3-76B3	""	""
CG1830	PhKgamma	FBgn0011754	Drosophila melanogaster	10D5-10D5	Phosphorylase kinase gamma	""
CG18301	CG18301	FBgn0032265	Drosophila melanogaster	31F5-31F5	""	""
CG18302	CG18302	FBgn0032266	Drosophila melanogaster	31F5-31F5	""	""
CG18304	CG18304	FBgn0031869	Drosophila melanogaster	27C4-27C6	""	""
CG18313	betaNACtes4	FBgn0030566	Drosophila melanogaster	12E9-12E9	""	""
CG18314	DopEcR	FBgn0035538	Drosophila melanogaster	64B2-64B3	Dopamine/Ecdysteroid receptor	""
CG18315	Aprt	FBgn0000109	Drosophila melanogaster	62B9-62B9	Adenine phosphoribosyltransferase	""
CG18316	udd	FBgn0033261	Drosophila melanogaster	44A4-44A4	under-developed	""
CG18317	Rim2	FBgn0031359	Drosophila melanogaster	22B1-22B1	Rim2 ortholog (S. cerevisiae)	""
CG18319	ben	FBgn0000173	Drosophila melanogaster	12D2-12D2	bendless	""
CG1832	Clamp	FBgn0032979	Drosophila melanogaster	40F2-40F2	Chromatin-linked adaptor for MSL proteins	""
CG18321	miple2	FBgn0029002	Drosophila melanogaster	61B3-61B3	midkine and pleiotrophin 2	""
CG18324	CG18324	FBgn0033905	Drosophila melanogaster	50E1-50E1	""	""
CG18327	CG18327	FBgn0033904	Drosophila melanogaster	50E1-50E1	""	""
CG18330	Cct2	FBgn0035231	Drosophila melanogaster	62A5-62A5	CTP:phosphocholine cytidylyltransferase 2	""
CG18331	Muc68Ca	FBgn0036181	Drosophila melanogaster	68C15-68C15	Mucin 68Ca	""
CG18332	CSN3	FBgn0027055	Drosophila melanogaster	77F1-77F1	COP9 signalosome subunit 3	""
CG18335	CG18335	FBgn0033610	Drosophila melanogaster	47F1-47F1	""	""
CG18336	CG18336	FBgn0040763	Drosophila melanogaster	47F1-47F1	""	""
CG18340	Ucp4B	FBgn0031758	Drosophila melanogaster	26A5-26A5	Uncoupling protein 4B	""
CG18341	Prosbeta2R1	FBgn0029812	Drosophila melanogaster	5C2-5C2	Proteasome beta2 subunit-related 1	""
CG18343	CG18343	FBgn0033683	Drosophila melanogaster	48E2-48E2	""	""
CG18345	trpl	FBgn0005614	Drosophila melanogaster	46B2-46B2	transient receptor potential-like	""
CG18347	GC1	FBgn0260743	Drosophila melanogaster	87A3-87A4	Glutamate Carrier 1	""
CG18348	Cpr67Fb	FBgn0036110	Drosophila melanogaster	67F1-67F1	Cuticular protein 67Fb	""
CG18349	Cpr67Fa2	FBgn0036109	Drosophila melanogaster	67F1-67F1	Cuticular protein 67Fa2	""
CG1835	CG1835	FBgn0031127	Drosophila melanogaster	19E1-19E1	""	""
CG1836	Rad23	FBgn0026777	Drosophila melanogaster	102B3-102B3	Rad23	""
CG18361	dsh	FBgn0000499	Drosophila melanogaster	10B4-10B5	dishevelled	""
CG18362	Mondo	FBgn0032940	Drosophila melanogaster	39C1-39C2	Mondo	""
CG18363	Dic4	FBgn0036808	Drosophila melanogaster	75D6-75D6	Dicarboxylate carrier 4	""
CG18367	CG18367	FBgn0034460	Drosophila melanogaster	56E1-56E1	""	""
CG18368	CG18368	FBgn0033864	Drosophila melanogaster	50C1-50C1	""	""
